img_path,label
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-48.025662_converted.png,208.153789300123
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-48.056907_converted.png,206.11889772653063
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-48.228768_converted.png,210.05951537600004
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-48.572241_converted.png,209.0598000573042
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-49.087708_converted.png,205.03902067655318
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-49.134584_converted.png,210.03809178337153
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-49.181453_converted.png,211.03791128610044
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-49.385400_converted.png,213.0211257129208
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-49.432272_converted.png,216.0208323287363
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-49.856548_converted.png,214.02102700435768
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-50.103309_converted.png,213.00234740490538
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-50.134555_converted.png,214.0023364358436
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-50.275169_converted.png,212.00235847744713
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-50.337666_converted.png,208.00240383226344
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-50.400820_converted.png,207.00966161027364
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-50.463317_converted.png,207.02173798903343
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-50.603928_converted.png,207.02173798903343
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-50.958025_converted.png,209.02152999152983
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-51.306791_converted.png,208.0384579831335
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-51.449122_converted.png,210.03809178337153
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-51.486100_converted.png,211.0213259365034
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-51.712975_converted.png,213.05867736377226
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-51.791094_converted.png,212.05895406702354
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-51.931709_converted.png,212.03773249117714
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-52.087646_converted.png,210.05951537600004
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-52.603871_converted.png,209.02152999152983
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-52.635120_converted.png,212.03773249117714
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-52.666367_converted.png,211.00947846009194
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-52.697617_converted.png,210.00952359357422
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-52.916350_converted.png,211.0852908186641
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-52.963223_converted.png,212.03773249117714
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-53.088189_converted.png,212.05895406702354
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-53.275676_converted.png,213.03755537463343
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-53.635315_converted.png,213.05867736377226
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-53.791556_converted.png,213.03755537463343
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-53.838426_converted.png,211.05923339195564
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-53.916548_converted.png,214.05840324546944
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-53.947809_converted.png,211.05923339195564
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-54.010293_converted.png,213.05867736377226
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-54.057173_converted.png,212.03773249117714
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-54.111623_converted.png,212.03773249117714
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-54.229207_converted.png,215.05813167606567
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-54.479182_converted.png,212.05895406702354
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-54.791290_converted.png,213.05867736377226
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-54.931906_converted.png,213.05867736377226
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-55.010026_converted.png,212.05895406702354
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-55.088145_converted.png,212.02122535255756
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-55.154786_converted.png,214.05840324546944
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-55.228356_converted.png,213.0211257129208
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-55.368972_converted.png,210.00238093888365
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-55.431466_converted.png,209.00239233080563
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-55.713564_converted.png,211.0213259365034
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-55.916674_converted.png,211.03791128610044
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-56.151033_converted.png,210.00952359357422
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-56.188566_converted.png,211.0213259365034
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-56.244224_converted.png,210.03809178337153
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-56.275476_converted.png,206.0606706773517
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-56.431712_converted.png,212.08488866489287
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-56.650451_converted.png,210.03809178337153
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-57.009981_converted.png,210.03809178337153
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-57.041230_converted.png,209.03827400741713
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-57.353876_converted.png,210.03809178337153
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-57.416371_converted.png,209.0598000573042
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-57.478870_converted.png,208.0600874747485
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-57.916311_converted.png,209.0
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-58.228789_converted.png,206.0
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-58.293596_converted.png,209.00239233080563
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-58.572986_converted.png,209.0
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-58.635485_converted.png,208.00961516237658
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-58.791721_converted.png,207.0024154448445
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-58.847145_converted.png,208.00961516237658
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-58.978542_converted.png,214.02102700435768
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-59.025421_converted.png,206.00970850908945
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-59.072286_converted.png,203.03940504246953
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-59.087910_converted.png,208.02163349036562
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-59.541483_converted.png,207.00966161027364
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-59.588356_converted.png,205.0219500443794
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-59.775843_converted.png,207.00966161027364
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-59.931659_converted.png,208.0384579831335
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-27-59.994157_converted.png,208.02163349036562
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-00.119145_converted.png,207.0869382650678
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-00.244136_converted.png,206.0606706773517
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-00.353508_converted.png,200.12246250733574
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-00.384754_converted.png,204.12006270820123
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-00.869241_converted.png,204.15680248279753
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-00.949677_converted.png,200.15993605114886
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-01.010340_converted.png,206.196508214858
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-01.463431_converted.png,200.02249873451737
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-01.499221_converted.png,201.00995000248122
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-01.531201_converted.png,199.01004999748127
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-01.791287_converted.png,201.00995000248122
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-01.838154_converted.png,201.03979705520993
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-02.088155_converted.png,201.03979705520993
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-02.135028_converted.png,202.08908926510605
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-02.431884_converted.png,204.0392119177096
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-02.594503_converted.png,205.08778608196053
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-02.634793_converted.png,199.0628041598932
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-02.851438_converted.png,196.0637651377735
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-02.883422_converted.png,203.15757431117353
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-02.978209_converted.png,198.09088823063013
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-03.025083_converted.png,196.16319736382766
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-03.385275_converted.png,196.09181522949905
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-03.463394_converted.png,204.08821622033938
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-03.510267_converted.png,204.0612653102004
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-03.557141_converted.png,200.06249023742558
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-03.989379_converted.png,204.0392119177096
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-04.021360_converted.png,204.0612653102004
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-04.087924_converted.png,202.03960007879644
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-04.322948_converted.png,203.0221662774782
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-04.526059_converted.png,196.1249601657066
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-04.572930_converted.png,194.09276132818556
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-04.869393_converted.png,195.0922858546693
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-04.931888_converted.png,194.0
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-04.994385_converted.png,195.00256408570633
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-05.088129_converted.png,195.00256408570633
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-05.259374_converted.png,194.0103090044444
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-05.306252_converted.png,193.02331465395574
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-05.540604_converted.png,193.00259065618783
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-05.838238_converted.png,194.0025773024678
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-06.135093_converted.png,187.00267377767625
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-06.213213_converted.png,190.0
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-06.272487_converted.png,186.0
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-06.353515_converted.png,187.0
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_30grad\BayerRG8_20-12-03_14-28-06.416008_converted.png,193.00259065618783
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_40grad\BayerRG8_20-12-03_14-28-41.697314_converted.png,153.0130713370593
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_40grad\BayerRG8_20-12-03_14-28-41.869540_converted.png,150.0133327407934
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_40grad\BayerRG8_20-12-03_14-28-41.916415_converted.png,152.0131573252789
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_40grad\BayerRG8_20-12-03_14-28-41.994534_converted.png,151.0132444522665
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_40grad\BayerRG8_20-12-03_14-28-42.228889_converted.png,153.0
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_40grad\BayerRG8_20-12-03_14-28-42.260139_converted.png,152.00328943809077
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_40grad\BayerRG8_20-12-03_14-28-42.713069_converted.png,152.0
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_40grad\BayerRG8_20-12-03_14-28-42.744315_converted.png,152.0131573252789
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_40grad\BayerRG8_20-12-03_14-28-42.810900_converted.png,151.0132444522665
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_40grad\BayerRG8_20-12-03_14-28-42.947688_converted.png,152.029602380589
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_40grad\BayerRG8_20-12-03_14-28-43.072679_converted.png,152.0131573252789
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_40grad\BayerRG8_20-12-03_14-28-43.103928_converted.png,152.029602380589
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_40grad\BayerRG8_20-12-03_14-28-43.213297_converted.png,154.01298646542764
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_40grad\BayerRG8_20-12-03_14-28-43.378898_converted.png,154.01298646542764
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_40grad\BayerRG8_20-12-03_14-28-43.509694_converted.png,153.00326793895613
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_40grad\BayerRG8_20-12-03_14-28-43.946849_converted.png,154.11683879446787
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_40grad\BayerRG8_20-12-03_14-28-44.165584_converted.png,156.05127362504928
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_40grad\BayerRG8_20-12-03_14-28-44.274951_converted.png,155.0290295396317
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_40grad\BayerRG8_20-12-03_14-28-44.337453_converted.png,157.0286598045083
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_40grad\BayerRG8_20-12-03_14-28-44.441513_converted.png,155.05160431288675
K:\Data\2020-12-03\debayered_images_cropped_augmented_180degree\iteration_0_40grad\BayerRG8_20-12-03_14-28-44.494270_converted.png,155.0290295396317
